id,season,yr,mnth,hr,holiday,workingday,weathersit,temp,hum,windspeed,dayOfWeek,days,demand
971,4,0,11,16,0,0,1,0.46,0.55,0.2239,Sun,305,347
972,4,0,11,22,0,0,1,0.3,0.65,0,Sat,304,82
973,4,1,10,20,0,1,2,0.54,0.83,0.1642,Fri,659,311
974,2,1,6,18,0,1,3,0.62,0.88,0.3582,Fri,512,110
975,3,1,7,9,0,1,2,0.72,0.51,0,Fri,554,414
976,1,1,1,16,0,1,1,0.46,0.67,0.194,Thr,371,281
977,3,1,9,7,0,1,1,0.64,0.89,0.1045,Fri,610,486
978,2,0,4,0,0,1,1,0.56,0.43,0.3582,Thr,106,44
979,4,0,11,7,1,0,1,0.26,0.75,0.1045,Thr,322,40
980,3,1,7,23,0,1,1,0.8,0.63,0.1045,Fri,547,164
981,2,0,4,6,0,1,2,0.48,0.88,0.3284,Tue,90,38
982,2,1,3,12,0,1,2,0.54,0.77,0,Wed,440,229
983,1,0,1,9,0,0,1,0.04,0.41,0.2537,Sat,20,40
984,2,0,5,2,0,1,2,0.56,0.94,0,Wed,140,8
985,3,1,7,18,0,1,1,0.76,0.55,0.2836,Tue,572,857
986,3,1,7,5,0,1,2,0.66,0.56,0.0896,Fri,554,34
987,2,0,5,10,0,0,1,0.56,0.49,0.2985,Sat,122,298
988,2,1,4,19,0,1,1,0.46,0.31,0.2985,Thr,462,433
989,2,0,5,14,0,1,2,0.7,0.58,0.5224,Tue,118,158
990,3,1,8,23,0,1,1,0.74,0.79,0.1343,Fri,575,196
991,1,1,3,7,0,0,2,0.3,0.52,0.2985,Sun,423,23
992,1,1,2,10,0,1,1,0.22,0.51,0.2239,Thr,399,97
993,1,1,1,11,1,0,1,0.26,0.35,0.4925,Mon,361,175
994,1,0,3,7,0,1,1,0.32,0.76,0.1343,Thr,71,140
995,1,1,12,4,0,0,2,0.26,0.56,0.2239,Sun,722,7
996,3,0,9,19,0,0,1,0.7,0.58,0.1343,Sat,248,315
997,2,0,5,18,0,1,1,0.72,0.58,0.2239,Wed,140,517
998,1,1,3,12,0,1,1,0.48,0.39,0.2239,Mon,431,221
999,4,1,11,18,0,1,1,0.42,0.38,0.1045,Wed,684,311
1000,3,0,8,15,0,1,1,0.86,0.39,0.2836,Tue,216,164
1001,4,1,12,2,0,1,1,0.46,0.67,0.1642,Wed,697,9
1002,4,0,10,15,0,1,1,0.56,0.6,0.1642,Mon,292,177
1003,4,1,11,20,0,0,1,0.44,0.62,0.1642,Sun,674,200
1004,2,0,5,12,0,1,1,0.66,0.54,0.0896,Mon,131,209
1005,2,0,4,23,0,0,1,0.44,0.67,0.1045,Sat,116,125
1006,3,1,8,22,0,1,2,0.7,0.61,0,Fri,596,251
1007,4,1,12,12,0,0,1,0.38,0.5,0.0896,Sat,707,453
1008,3,0,9,14,0,1,1,0.72,0.74,0.0896,Fri,247,148
1009,1,0,3,21,0,1,1,0.18,0.4,0.1045,Thr,58,51
1010,1,0,2,17,0,1,1,0.2,0.4,0.194,Thr,31,175
1011,1,1,2,6,0,0,3,0.22,0.93,0.1343,Sat,401,9
1012,3,1,9,15,1,0,1,0.74,0.7,0.2239,Mon,606,449
1013,2,0,5,8,0,1,3,0.34,0.93,0.3881,Wed,119,79
1014,1,0,3,9,0,0,1,0.28,0.65,0.1045,Sat,66,101
1015,3,0,6,12,0,1,2,0.8,0.59,0.2239,Wed,168,188
1016,3,1,7,21,0,0,1,0.7,0.84,0.2239,Sat,555,269
1017,4,1,10,9,0,1,3,0.6,0.69,0.3881,Mon,648,359
1018,4,0,12,21,0,1,2,0.44,1,0.194,Tue,335,114
1019,1,1,3,1,0,1,1,0.38,0.5,0.1343,Mon,430,10
1020,3,0,7,7,0,1,1,0.7,0.74,0.2537,Mon,187,317
1021,1,0,2,6,0,1,1,0.1,0.68,0,Fri,38,24
1022,4,1,11,21,0,1,2,0.3,0.56,0.2537,Tue,669,151
1023,4,1,12,14,0,1,1,0.48,0.33,0.4925,Wed,697,218
1024,1,1,3,6,0,1,1,0.18,0.59,0.1343,Mon,424,91
1025,4,1,12,0,0,0,2,0.36,0.93,0.0896,Sat,700,103
1026,1,1,2,5,0,1,2,0.26,0.65,0.1045,Tue,404,22
1027,1,0,3,9,0,1,2,0.3,0.61,0.2836,Fri,65,156
1028,1,0,1,9,0,1,1,0.14,0.69,0.1343,Fri,12,117
1029,4,1,10,3,0,1,1,0.36,0.76,0.0896,Fri,644,6
1030,2,1,6,6,0,1,1,0.48,0.82,0.2537,Tue,516,184
1031,1,1,1,13,0,0,1,0.2,0.34,0.2836,Sun,374,224
1032,1,0,2,20,0,0,1,0.3,0.56,0.1642,Sat,53,68
1033,2,0,5,3,0,0,1,0.62,0.88,0.1045,Sun,144,26
1034,1,1,2,0,0,1,1,0.42,0.54,0.1343,Tue,417,10
1035,2,0,3,16,0,1,2,0.3,0.87,0.2537,Thr,85,85
1036,2,0,5,8,0,0,1,0.52,0.63,0.1343,Sun,123,86
1037,2,0,4,22,0,0,1,0.32,0.61,0.2985,Sat,88,55
1038,3,1,6,5,0,0,1,0.64,0.89,0.1642,Sat,541,10
1039,3,1,9,14,0,0,1,0.82,0.52,0.4478,Sat,611,626
1040,4,1,11,23,0,1,1,0.34,0.66,0.1045,Mon,682,74
1041,4,1,10,18,0,1,3,0.3,0.87,0.1343,Tue,662,143
1042,4,1,11,6,0,1,3,0.32,0.81,0.4627,Tue,675,50
1043,3,0,7,22,0,1,1,0.8,0.49,0.2239,Fri,206,174
1044,4,1,12,7,0,1,2,0.38,0.94,0.2537,Mon,702,294
1045,3,1,7,7,0,1,1,0.64,0.73,0.1343,Thr,553,512
1046,2,1,5,13,0,0,1,0.76,0.66,0.194,Sat,506,539
1047,1,0,1,5,0,1,3,0.2,0.86,0.2836,Wed,23,1
1048,4,0,10,19,0,1,1,0.54,0.39,0.3284,Fri,282,248
1049,4,1,10,6,0,1,1,0.36,0.5,0.1642,Thr,644,159
1050,4,0,10,14,0,0,1,0.6,0.4,0.2985,Sun,284,462
1051,2,0,4,18,0,1,1,0.44,0.62,0.3881,Wed,98,321
1052,3,1,7,14,0,0,1,0.9,0.37,0.2537,Sun,556,476
1053,4,1,9,0,0,1,1,0.46,0.67,0.1642,Tue,627,64
1054,3,0,9,17,0,0,1,0.72,0.7,0.2239,Sat,241,371
1055,1,1,12,19,0,1,2,0.24,0.93,0.1343,Mon,716,18
1056,4,1,12,7,0,0,2,0.34,0.87,0.0896,Sun,708,27
1057,1,1,1,4,0,0,3,0.16,0.8,0.2836,Sun,381,2
1058,3,1,7,11,0,1,1,0.8,0.46,0.194,Tue,551,249
1059,1,0,2,21,0,1,1,0.2,0.47,0.2537,Tue,49,82
1060,2,1,4,15,0,1,3,0.42,0.77,0.194,Wed,468,98
1061,3,0,9,19,0,1,2,0.54,0.88,0.4179,Tue,244,281
1062,1,0,3,16,0,1,1,0.5,0.48,0.2836,Thr,72,142
1063,1,0,1,2,0,1,3,0.22,0.93,0.1343,Wed,17,3
1064,4,0,12,10,0,0,1,0.24,0.6,0.2537,Sun,346,129
1065,4,1,10,22,0,1,1,0.66,0.74,0,Wed,636,241
1066,3,1,8,18,0,0,2,0.64,0.89,0.0896,Sun,598,264
1067,2,1,5,22,0,1,1,0.62,0.73,0.0896,Tue,502,174
1068,2,0,5,5,0,1,1,0.52,0.88,0.1343,Tue,118,14
1069,1,0,3,7,0,0,3,0.42,1,0.4478,Sun,60,5
1070,1,1,1,4,0,0,3,0.16,0.86,0.0896,Sat,380,1
1071,2,0,3,0,0,1,2,0.32,0.57,0,Wed,84,11
1072,4,1,10,11,0,1,2,0.54,0.83,0.1045,Thr,658,238
1073,1,0,2,3,0,1,1,0.06,0.45,0.1343,Wed,36,2
1074,4,1,11,2,0,0,1,0.32,0.81,0,Sat,672,44
1075,3,0,8,2,0,1,1,0.72,0.54,0.1642,Wed,217,11
1076,4,0,12,22,0,1,3,0.46,1,0.1642,Tue,335,87
1077,2,0,5,15,0,1,1,0.9,0.37,0.1642,Tue,146,175
1078,2,1,5,18,0,1,1,0.7,0.54,0.1343,Tue,481,743
1079,1,0,2,11,0,0,1,0.44,0.16,0.5821,Sat,46,123
1080,3,0,8,9,0,1,1,0.82,0.41,0,Mon,208,166
1081,4,1,11,4,0,1,2,0.3,0.45,0.2836,Thr,670,10
1082,2,1,4,3,0,0,1,0.5,0.82,0.2239,Sat,470,29
1083,2,1,4,17,0,0,1,0.62,0.22,0.2985,Sun,458,411
1084,4,0,11,21,0,1,2,0.46,1,0.2537,Tue,321,90
1085,4,0,10,16,0,0,1,0.5,0.45,0.194,Sat,290,359
1086,2,0,6,9,0,0,2,0.6,0.78,0.194,Sun,151,164
1087,1,1,2,9,0,1,1,0.24,0.65,0.194,Fri,393,270
1088,4,1,12,19,0,1,2,0.42,0.88,0.1343,Mon,710,340
1089,3,0,8,19,0,1,3,0.62,0.73,0.4627,Fri,226,165
1090,3,0,7,23,0,1,1,0.7,0.84,0.0896,Mon,202,87
1091,2,0,3,11,0,1,2,0.34,0.46,0.2537,Wed,84,90
1092,3,0,8,6,0,1,2,0.68,0.89,0.2985,Thr,211,97
1093,3,1,9,6,0,1,1,0.5,0.72,0.0896,Wed,615,205
1094,2,0,5,13,0,0,1,0.6,0.35,0.2836,Sat,122,436
1095,1,1,2,5,0,1,1,0.32,0.49,0.0896,Tue,397,15
1096,2,0,4,7,0,1,2,0.42,0.47,0.4627,Thr,106,198
1097,2,1,5,15,0,1,1,0.7,0.61,0.0896,Tue,502,245
1098,2,1,3,15,0,1,3,0.42,0.54,0,Fri,449,280
1099,1,0,12,0,0,1,1,0.28,0.7,0.1343,Fri,358,30
1100,1,1,3,5,0,1,3,0.4,0.66,0.2836,Fri,428,29
1101,2,0,5,18,0,0,1,0.56,0.78,0.2537,Sun,130,237
1102,3,1,7,21,0,0,1,0.7,0.79,0.1045,Sun,563,345
1103,2,1,5,13,0,1,1,0.74,0.62,0.1343,Fri,505,333
1104,3,0,6,8,0,0,1,0.7,0.48,0.2537,Sat,171,112
1105,2,1,4,0,0,1,1,0.32,0.66,0.2836,Thr,461,23
1106,4,1,11,6,0,0,1,0.28,0.81,0.1642,Sun,680,15
1107,4,0,11,8,0,1,2,0.46,0.67,0.194,Mon,312,452
1108,1,1,3,23,0,1,2,0.36,0.87,0,Fri,421,23
1109,3,0,8,6,0,0,1,0.64,0.73,0.0896,Sat,220,22
1110,3,0,8,11,0,1,1,0.76,0.29,0,Fri,219,156
1111,2,0,4,22,0,0,3,0.42,1,0,Sat,102,24
1112,2,0,4,9,0,1,2,0.38,0.94,0.2239,Wed,98,65
1113,2,1,5,10,0,1,2,0.52,0.77,0,Thr,483,168
1114,4,1,10,3,0,0,1,0.5,0.88,0.1642,Sat,659,26
1115,1,1,1,21,0,0,1,0.16,0.4,0.1642,Sun,375,72
1116,1,1,1,17,0,1,1,0.36,0.53,0.1642,Wed,384,470
1117,3,0,8,12,0,1,1,0.8,0.43,0.2836,Wed,224,189
1118,1,0,2,19,0,1,1,0.28,0.26,0.1343,Tue,43,145
1119,1,1,3,6,0,1,2,0.42,0.94,0,Thr,420,109
1120,4,1,11,20,0,0,1,0.44,0.54,0,Sat,673,192
1121,2,0,3,3,0,0,1,0.2,0.47,0.194,Sat,80,9
1122,1,1,2,7,0,0,1,0.28,0.45,0.4478,Sat,415,23
1123,2,1,6,19,0,0,1,0.64,0.36,0.1642,Sat,513,554
1124,4,1,9,4,0,0,1,0.46,0.67,0.0896,Sun,632,7
1125,3,0,8,11,0,1,1,0.76,0.35,0.2537,Thr,218,187
1126,2,0,5,1,0,1,1,0.7,0.58,0.2985,Fri,142,50
1127,1,0,1,11,0,0,2,0.06,0.38,0.1343,Sat,20,63
1128,3,1,9,7,0,0,2,0.74,0.58,0.1343,Sat,604,66
1129,2,1,5,18,0,1,1,0.74,0.48,0.1642,Wed,510,796
1130,4,1,11,23,0,1,1,0.28,0.61,0,Thr,692,130
1131,1,0,2,19,0,1,1,0.62,0.29,0.5821,Fri,46,162
1132,1,1,12,4,0,0,1,0.2,0.47,0.1343,Sun,715,4
1133,3,1,6,0,0,1,1,0.72,0.62,0.2537,Mon,535,68
1134,4,1,11,3,1,0,1,0.4,0.76,0.1343,Mon,674,4
1135,1,0,1,12,0,1,2,0.3,0.81,0.0896,Wed,17,70
1136,3,1,8,1,0,1,1,0.66,0.65,0.1045,Fri,588,54
1137,4,0,11,12,0,0,1,0.36,0.46,0.1642,Sat,303,372
1138,1,1,3,18,0,1,1,0.7,0.34,0.2985,Tue,432,734
1139,1,0,2,15,0,1,2,0.38,0.54,0.0896,Mon,35,50
1140,3,0,9,22,0,0,1,0.68,0.83,0.1045,Sat,241,162
1141,2,0,6,23,0,0,1,0.64,0.78,0.194,Sun,159,107
1142,3,1,8,16,0,1,3,0.74,0.55,0.2239,Wed,594,460
1143,3,0,8,17,0,1,1,0.8,0.49,0.2239,Wed,224,552
1144,2,0,5,16,0,1,2,0.64,0.57,0.2537,Thr,127,288
1145,3,0,8,23,0,1,1,0.66,0.5,0.1642,Thr,219,127
1146,2,1,6,14,0,1,2,0.82,0.34,0.2836,Mon,522,259
1147,3,1,7,17,0,1,1,0.92,0.35,0.1642,Thr,546,689
1148,1,0,1,9,0,1,2,0.14,0.5,0.2537,Mon,9,94
1149,4,1,12,14,0,0,2,0.4,0.87,0.2836,Sat,700,542
1150,1,1,2,22,0,0,2,0.24,0.87,0.0896,Sat,395,95
1151,3,0,7,12,0,0,1,0.84,0.32,0.1642,Sat,206,341
1152,1,0,2,6,0,1,3,0.14,0.93,0,Tue,28,22
1153,1,0,2,3,0,1,1,0.2,0.86,0,Mon,34,1
1154,4,1,11,12,0,0,1,0.48,0.48,0,Sat,672,606
1155,2,1,4,7,0,1,2,0.44,0.62,0,Wed,454,366
1156,3,1,7,16,0,1,1,0.84,0.47,0.2239,Fri,568,499
1157,1,1,3,19,0,0,1,0.3,0.36,0.4925,Sun,423,132
1158,1,0,1,1,0,1,2,0.24,0.7,0.2537,Fri,19,6
1159,4,0,12,16,0,1,2,0.38,0.54,0.1045,Wed,343,245
1160,4,1,10,4,0,1,1,0.4,0.5,0.2537,Thr,643,10
1161,3,1,9,9,0,0,2,0.76,0.58,0.194,Sat,604,237
1162,3,1,7,20,0,0,1,0.84,0.39,0.1343,Sun,542,332
1163,1,1,2,8,0,1,2,0.3,0.7,0.0896,Thr,406,498
1164,2,0,5,6,0,0,1,0.58,0.83,0.2537,Sat,143,19
1165,2,1,4,21,0,1,1,0.42,0.35,0.1343,Thr,462,187
1166,2,0,5,9,0,1,1,0.54,0.68,0.2239,Fri,135,234
1167,3,1,6,13,0,0,1,0.8,0.33,0.2836,Sun,535,585
1168,1,1,1,0,0,1,2,0.18,0.86,0,Mon,382,19
1169,4,1,10,16,0,1,1,0.46,0.41,0.3582,Fri,645,520
1170,3,1,7,9,0,1,2,0.82,0.49,0.2239,Tue,558,320
1171,3,0,8,13,0,0,2,0.74,0.74,0.3284,Sat,220,153
1172,1,1,2,11,0,0,2,0.24,0.81,0.1045,Sat,401,183
1173,2,0,6,10,0,1,1,0.78,0.52,0,Fri,156,111
1174,4,0,10,11,0,1,3,0.54,0.94,0.3284,Wed,279,120
1175,4,0,11,13,0,1,3,0.42,0.77,0.2836,Tue,327,22
1176,2,0,5,17,0,0,3,0.56,0.78,0.3582,Sun,130,392
1177,4,0,11,1,0,1,2,0.4,0.82,0,Fri,302,17
1178,2,0,3,8,0,1,1,0.22,0.51,0.2836,Fri,79,237
1179,1,1,1,5,0,0,1,0.26,0.75,0.1045,Sat,366,9
1180,1,1,3,14,0,1,2,0.72,0.3,0.1045,Thr,434,258
1181,4,1,11,19,0,0,1,0.46,0.51,0.0896,Sat,673,283
1182,3,0,9,10,0,1,3,0.54,0.83,0.3582,Tue,243,106
1183,2,1,5,8,0,1,1,0.58,0.83,0,Wed,503,719
1184,4,1,12,0,0,1,1,0.3,0.61,0,Wed,711,41
1185,2,1,6,7,0,1,1,0.64,0.78,0.1045,Mon,522,503
1186,2,1,5,20,0,1,1,0.7,0.65,0.1642,Fri,505,350
1187,3,1,9,7,0,1,1,0.46,0.82,0.1045,Thr,623,534
1188,2,0,4,10,0,0,2,0.42,0.88,0.2239,Sat,108,129
1189,3,0,9,12,0,1,3,0.56,0.94,0,Wed,245,22
1190,2,0,5,10,0,1,1,0.7,0.74,0.2836,Thr,141,143
1191,2,1,6,8,0,1,2,0.48,0.77,0.2239,Tue,516,710
1192,2,0,5,20,0,1,1,0.7,0.61,0.1642,Wed,140,340
1193,4,0,10,17,0,1,2,0.48,0.48,0.3881,Thr,288,494
1194,3,1,8,4,0,1,1,0.7,0.84,0,Wed,579,7
1195,4,1,10,20,0,1,1,0.42,0.47,0.1343,Fri,645,308
1196,2,1,5,13,0,0,1,0.64,0.36,0.194,Sat,492,659
1197,3,0,7,4,0,1,1,0.66,0.74,0.2239,Mon,187,4
1198,3,1,8,12,0,0,3,0.64,0.73,0,Sun,591,298
1199,3,1,8,11,0,0,1,0.74,0.42,0.1642,Sun,584,449
1200,4,1,10,3,0,1,1,0.4,0.62,0,Mon,654,6
1201,4,1,10,4,0,1,2,0.3,0.87,0.194,Wed,662,5
1202,3,0,9,11,0,1,3,0.54,0.83,0.3881,Tue,243,89
1203,4,1,10,1,0,1,2,0.58,0.64,0.3881,Mon,647,29
1204,4,0,10,14,0,1,2,0.48,0.48,0.5522,Thr,287,155
1205,3,1,9,16,0,0,1,0.64,0.44,0.1642,Sun,619,596
1206,4,1,11,5,0,1,2,0.22,0.64,0.194,Tue,668,41
1207,4,1,11,4,0,1,1,0.22,0.69,0.0896,Tue,668,7
1208,3,1,6,13,0,1,1,0.9,0.35,0,Thr,532,172
1209,4,0,9,13,0,0,2,0.68,0.74,0,Sun,262,369
1210,4,0,10,15,0,1,1,0.56,0.6,0.2537,Mon,285,208
1211,4,0,10,14,0,0,3,0.24,0.87,0.4478,Sat,296,29
1212,2,1,4,21,0,0,1,0.5,0.2,0.194,Sat,457,234
1213,3,1,7,8,0,1,2,0.7,0.74,0.2537,Thr,567,729
1214,3,0,8,19,0,1,1,0.8,0.26,0.2537,Wed,217,413
1215,2,0,6,16,0,1,1,0.76,0.27,0.1343,Wed,161,312
1216,4,0,11,6,0,0,1,0.24,0.6,0.3284,Sat,317,12
1217,3,0,7,1,0,1,2,0.74,0.66,0.1343,Tue,195,13
1218,4,0,11,23,0,1,1,0.36,0.81,0,Tue,307,48
1219,2,0,5,18,0,1,2,0.64,0.65,0.194,Mon,117,518
1220,1,1,12,6,0,1,2,0.22,0.69,0.2239,Wed,718,36
1221,1,0,12,10,0,0,1,0.4,0.76,0.1642,Sat,359,128
1222,3,1,7,16,0,0,1,0.86,0.41,0.2239,Sun,556,495
1223,3,0,7,1,0,1,1,0.66,0.5,0,Fri,177,31
1224,3,1,8,1,0,1,1,0.64,0.73,0,Thr,587,21
1225,4,1,10,15,0,0,1,0.56,0.43,0,Sat,653,711
1226,2,1,4,15,0,1,1,0.64,0.47,0.194,Fri,470,407
1227,3,1,6,20,0,1,1,0.72,0.3,0.4478,Mon,536,475
1228,1,0,12,17,0,1,2,0.44,0.67,0.1642,Thr,351,356
1229,1,1,2,4,0,1,2,0.3,0.7,0,Tue,397,3
1230,3,1,8,23,0,1,1,0.68,0.65,0.1045,Wed,587,138
1231,3,1,7,7,0,1,1,0.7,0.74,0.1642,Tue,565,516
1232,2,1,4,5,0,1,1,0.42,0.44,0.3582,Fri,477,19
1233,1,1,2,21,0,1,1,0.46,0.36,0.2836,Mon,417,195
1234,3,0,8,22,0,1,1,0.72,0.79,0.1045,Fri,234,152
1235,4,1,12,18,0,1,1,0.32,0.42,0.1045,Thr,705,466
1236,3,1,7,11,0,1,1,0.84,0.47,0.3284,Fri,568,251
1237,3,0,8,1,0,1,1,0.64,0.73,0.1642,Wed,224,14
1238,3,0,7,10,0,1,1,0.9,0.53,0.0896,Fri,198,115
1239,3,1,6,8,0,0,1,0.68,0.69,0.2239,Sat,534,167
1240,2,0,3,3,0,1,1,0.22,0.44,0.1642,Mon,82,2
1241,1,1,1,2,0,1,2,0.18,0.86,0.1045,Mon,382,2
1242,1,1,1,1,0,0,1,0.38,0.46,0.1642,Sat,366,62
1243,4,1,12,16,0,1,3,0.4,0.94,0.2537,Mon,709,302
1244,1,1,2,10,0,1,1,0.32,0.45,0.2537,Mon,417,104
1245,4,0,11,13,0,0,2,0.54,0.6,0.194,Sun,318,369
1246,3,0,9,7,0,1,2,0.5,0.82,0.2239,Mon,256,332
1247,1,1,3,7,0,1,3,0.52,0.94,0.2239,Tue,439,170
1248,4,0,12,21,0,0,1,0.2,0.75,0.1642,Sat,346,96
1249,2,0,3,8,0,1,2,0.4,0.58,0.2985,Tue,76,336
1250,1,1,1,3,0,1,1,0.02,0.34,0.2836,Wed,363,1
1251,4,0,12,10,0,0,1,0.32,0.61,0.1343,Sat,331,195
1252,4,0,11,18,0,1,2,0.5,0.72,0.2836,Tue,314,441
1253,4,1,11,17,0,1,3,0.4,0.5,0.2239,Thr,664,689
1254,3,1,6,12,0,0,1,0.8,0.43,0.194,Sat,534,602
1255,3,1,8,9,0,1,2,0.74,0.45,0,Mon,585,305
1256,4,0,12,18,0,1,1,0.36,0.43,0.1045,Thr,330,405
1257,4,1,9,16,0,1,1,0.66,0.39,0.2985,Tue,628,495
1258,4,0,12,6,0,0,1,0.24,0.65,0.1045,Sat,338,11
1259,2,1,3,0,0,1,1,0.54,0.68,0.194,Thr,447,48
1260,1,1,2,1,0,0,2,0.32,0.39,0.2537,Sun,409,72
1261,4,0,11,20,0,1,1,0.4,0.76,0,Tue,307,181
1262,1,0,1,2,0,1,2,0.2,0.75,0.1642,Fri,24,2
1263,4,0,10,22,0,1,1,0.46,0.59,0.2239,Fri,282,143
1264,3,1,7,5,0,1,1,0.74,0.66,0.194,Fri,547,35
1265,4,1,10,21,0,1,3,0.62,0.94,0.1045,Tue,635,289
1266,1,0,12,3,0,1,1,0.44,0.67,0.1642,Thr,350,6
1267,2,1,6,13,0,0,1,0.68,0.36,0.2836,Sun,514,686
1268,1,1,12,22,0,1,1,0.26,0.44,0.2985,Fri,714,63
1269,3,1,6,3,0,0,2,0.64,0.89,0,Sat,540,23
1270,3,0,8,9,0,1,2,0.78,0.62,0.1343,Tue,216,175
1271,2,0,4,4,1,0,1,0.38,0.82,0.0896,Fri,100,3
1272,4,0,9,7,0,1,2,0.62,0.94,0,Mon,263,332
1273,1,0,2,15,0,1,1,0.32,0.21,0.1642,Fri,39,74
1274,1,0,2,9,0,0,1,0.28,0.87,0.0896,Sun,54,59
1275,2,1,4,10,0,1,1,0.42,0.35,0.2836,Thr,455,246
1276,3,0,8,20,0,1,1,0.74,0.51,0,Tue,223,280
1277,4,1,10,9,0,1,2,0.52,0.63,0,Mon,634,340
1278,4,0,9,13,0,1,3,0.6,1,0.0896,Fri,260,34
1279,2,1,6,0,0,1,1,0.6,0.53,0.2985,Thr,524,48
1280,3,1,7,17,0,1,1,0.8,0.31,0,Wed,566,913
1281,2,1,5,1,0,1,3,0.58,0.88,0.3582,Mon,500,15
1282,2,1,4,13,0,1,1,0.5,0.29,0.3881,Tue,474,224
1283,2,1,4,9,0,0,1,0.4,0.71,0.1343,Sun,479,185
1284,4,1,11,6,0,0,1,0.28,0.61,0.1343,Sun,666,16
1285,4,0,10,19,0,1,1,0.48,0.67,0.194,Tue,293,338
1286,1,1,12,10,0,0,1,0.26,0.48,0.3284,Sat,714,118
1287,4,1,10,13,0,1,2,0.54,0.49,0.1343,Wed,650,310
1288,2,0,4,9,0,1,1,0.54,0.39,0.3284,Fri,114,230
1289,4,0,11,0,0,0,1,0.24,0.6,0.1343,Sat,310,64
1290,4,0,11,3,0,1,1,0.32,0.93,0,Mon,305,3
1291,3,0,6,15,0,1,1,0.78,0.59,0.2537,Tue,167,170
1292,2,0,3,15,0,1,1,0.38,0.25,0.2239,Tue,83,87
1293,2,1,4,20,0,0,1,0.56,0.28,0.4179,Sun,458,211
1294,3,1,7,10,0,0,1,0.82,0.52,0.2239,Sat,569,395
1295,3,1,9,21,1,0,1,0.72,0.76,0.1045,Mon,606,184
1296,2,1,4,13,0,0,2,0.4,0.37,0,Sat,478,389
1297,1,1,2,10,0,0,1,0.12,0.42,0.3582,Sun,402,91
1298,1,1,2,22,0,1,1,0.34,0.46,0.1045,Tue,418,101
1299,3,0,7,5,0,1,1,0.74,0.79,0.1045,Fri,198,19
1300,1,0,1,4,1,0,2,0.18,0.43,0.1343,Mon,15,3
1301,3,0,8,14,0,1,1,0.82,0.36,0.1642,Wed,224,192
1302,2,1,4,8,0,0,1,0.38,0.4,0.1343,Sat,478,158
1303,2,0,3,2,0,1,2,0.3,1,0.2537,Thr,78,6
1304,3,1,9,2,0,0,1,0.7,0.7,0.1642,Sat,603,69
1305,3,1,9,19,0,1,1,0.74,0.7,0.1642,Wed,608,662
1306,2,1,4,21,0,1,1,0.6,0.23,0.3284,Wed,454,298
1307,4,1,10,0,0,1,2,0.54,0.77,0,Fri,658,71
1308,2,0,4,15,0,1,1,0.66,0.69,0.3284,Thr,113,163
1309,3,0,9,17,0,1,3,0.66,0.74,0.1642,Wed,259,536
1310,3,1,9,18,0,1,1,0.76,0.62,0.2985,Fri,610,792
1311,2,0,5,17,0,1,1,0.4,0.71,0.2537,Wed,119,410
1312,3,0,6,7,0,1,2,0.6,0.94,0,Tue,167,309
1313,4,0,10,6,0,1,1,0.44,0.82,0.1045,Wed,272,117
1314,4,1,10,20,0,1,1,0.58,0.64,0.1343,Tue,656,379
1315,1,1,3,8,0,0,1,0.22,0.44,0.2985,Sat,429,111
1316,2,1,5,8,0,1,1,0.52,0.55,0.4478,Thr,497,634
1317,2,0,3,12,0,1,2,0.3,0.7,0.3284,Thr,78,94
1318,1,1,1,19,0,1,1,0.12,0.28,0.4179,Tue,362,156
1319,1,0,1,16,0,1,1,0.22,0.55,0.194,Thr,24,24
1320,3,0,8,20,0,1,1,0.8,0.43,0.194,Tue,216,292
1321,1,0,1,14,0,0,1,0.3,0.39,0.2836,Sat,14,118
1322,3,0,8,2,0,1,1,0.66,0.65,0.2239,Thr,225,6
1323,1,1,1,14,0,1,1,0.42,0.77,0.1642,Thr,371,156
1324,2,0,4,20,0,1,1,0.68,0.57,0.5224,Mon,96,166
1325,4,1,12,5,0,1,1,0.5,0.59,0.2836,Wed,697,49
1326,2,0,4,3,0,1,1,0.36,0.66,0.194,Thr,92,3
1327,1,1,2,0,0,0,2,0.24,0.87,0.1343,Sun,395,61
1328,3,1,9,13,0,1,1,0.8,0.59,0.2537,Fri,610,354
1329,1,1,3,2,0,0,1,0.26,0.41,0.2537,Sat,429,42
1330,2,0,4,6,0,1,1,0.56,0.88,0.2239,Tue,111,80
1331,1,0,12,1,0,1,2,0.36,0.66,0.1045,Wed,349,11
1332,4,1,9,5,0,0,1,0.44,0.72,0,Sun,633,10
1333,4,0,10,9,0,1,2,0.42,0.58,0.1343,Fri,288,222
1334,3,0,8,3,0,1,1,0.7,0.79,0.1642,Mon,208,4
1335,1,1,2,9,0,0,3,0.22,0.93,0.1045,Sat,401,90
1336,3,0,8,17,0,1,3,0.8,0.46,0.2985,Thr,225,409
1337,4,1,10,14,0,1,2,0.56,0.43,0.1642,Wed,650,270
1338,2,1,5,2,0,1,1,0.48,0.67,0.1343,Fri,497,21
1339,4,1,12,20,0,1,2,0.46,0.77,0,Mon,696,300
1340,2,1,5,0,0,0,2,0.68,0.69,0.1642,Sun,506,137
1341,2,0,4,9,0,0,2,0.38,0.94,0.1343,Sun,95,81
1342,3,1,7,6,0,1,1,0.64,0.73,0.0896,Thr,553,178
